trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
177,False,"{'a': 0.001, 'e': 0.838617983337074}",20,1,-61.460901395879716,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
178,False,"{'a': 0.001, 'e': 0.8377797845229938}",20,0,-30.842561796257836,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
179,False,"{'a': 0.001, 'e': 0.8369424234887681}",25,0,-143.59822000188234,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 2}",0
180,False,"{'a': 0.001, 'e': 0.8361058993970355}",20,0,-86.47457352282406,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 0}",0
181,False,"{'a': 0.001, 'e': 0.835270211411272}",20,3,-32.21248088221399,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 0}",1
182,False,"{'a': 0.001, 'e': 0.8344353586957896}",20,0,-43.767461966045346,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
183,False,"{'a': 0.001, 'e': 0.8336013404157353}",25,0,-70.64700740420393,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
184,False,"{'a': 0.001, 'e': 0.832768155737091}",25,0,-112.53643217001846,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
185,False,"{'a': 0.001, 'e': 0.8319358038266718}",25,0,-116.88053965794202,"{0: 16, 1: 5, 2: 1, 3: 1, 4: 2}",0
186,False,"{'a': 0.001, 'e': 0.8311042838521256}",25,0,-121.37212489565492,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
187,False,"{'a': 0.001, 'e': 0.8302735949819326}",25,0,-108.12819177493509,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
188,False,"{'a': 0.001, 'e': 0.8294437363854039}",20,0,-109.72502068761256,"{0: 9, 1: 6, 2: 3, 3: 1, 4: 1}",0
189,False,"{'a': 0.001, 'e': 0.8286147072326806}",25,2,-53.37663170075164,"{0: 16, 1: 5, 2: 1, 3: 0, 4: 1}",1
190,False,"{'a': 0.001, 'e': 0.8277865066947336}",20,9,-4.4215759660014395,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.001, 'e': 0.8269591339433623}",20,1,-126.71130513982357,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 1}",1
192,False,"{'a': 0.001, 'e': 0.8261325881511938}",25,3,-40.76649876814114,"{0: 17, 1: 3, 2: 1, 3: 0, 4: 1}",1
193,False,"{'a': 0.001, 'e': 0.8253068684916823}",25,0,-101.14139900152897,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
194,False,"{'a': 0.001, 'e': 0.8244819741391082}",25,0,-60.02078655086497,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
195,False,"{'a': 0.001, 'e': 0.8236579042685769}",20,7,-54.150632953861106,"{0: 7, 1: 4, 2: 1, 3: 0, 4: 1}",1
196,False,"{'a': 0.001, 'e': 0.8228346580560184}",20,0,-98.68910051750827,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
197,False,"{'a': 0.001, 'e': 0.8220122346781865}",20,0,-66.68936021948602,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
198,False,"{'a': 0.001, 'e': 0.821190633312658}",20,0,-89.94883220047758,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
199,False,"{'a': 0.001, 'e': 0.8203698531378311}",25,0,-162.26474499605212,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
200,False,"{'a': 0.001, 'e': 0.8195498933329256}",25,0,-74.05013257554832,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
201,False,"{'a': 0.001, 'e': 0.8187307530779818}",20,0,-24.87657810048126,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
202,False,"{'a': 0.001, 'e': 0.8179124315538594}",25,0,-13.121864225578445,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
203,False,"{'a': 0.001, 'e': 0.8170949279422366}",20,0,-74.4333450842344,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
204,False,"{'a': 0.001, 'e': 0.8162782414256099}",20,0,-10.926596487784076,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
205,False,"{'a': 0.001, 'e': 0.8154623711872927}",20,0,-54.37223708956263,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
206,False,"{'a': 0.001, 'e': 0.8146473164114145}",25,0,-145.3999396428013,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
207,False,"{'a': 0.001, 'e': 0.8138330762829207}",30,0,-37.81750607029907,"{0: 20, 1: 7, 2: 3, 3: 0, 4: 0}",0
208,False,"{'a': 0.001, 'e': 0.813019649987571}",20,0,-69.91475017199116,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
209,False,"{'a': 0.001, 'e': 0.812207036711939}",25,17,-31.796558097826246,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
210,False,"{'a': 0.001, 'e': 0.8113952356434114}",25,0,-61.4736127684355,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
211,False,"{'a': 0.001, 'e': 0.8105842459701871}",25,0,-88.38618474433103,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
212,False,"{'a': 0.001, 'e': 0.8097740668812763}",25,0,-67.48272674063043,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
213,False,"{'a': 0.001, 'e': 0.8089646975664998}",25,0,-37.961794467044776,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
214,False,"{'a': 0.001, 'e': 0.8081561372164884}",20,0,-2.0341843948222604,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
215,False,"{'a': 0.001, 'e': 0.8073483850226815}",30,0,-115.4622654684643,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
216,False,"{'a': 0.001, 'e': 0.8065414401773269}",25,6,-97.29877016511786,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 1}",1
217,False,"{'a': 0.001, 'e': 0.8057353018734796}",20,0,-116.19405849932981,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
218,False,"{'a': 0.001, 'e': 0.8049299693050015}",20,0,-20.264359072518253,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
219,False,"{'a': 0.001, 'e': 0.8041254416665596}",25,0,-94.83048033526785,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
220,False,"{'a': 0.001, 'e': 0.8033217181536265}",20,0,-140.9244346209549,"{0: 10, 1: 1, 2: 5, 3: 3, 4: 1}",0
221,False,"{'a': 0.001, 'e': 0.8025187979624785}",25,18,10.698801161904989,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.001, 'e': 0.8017166802901953}",25,12,0.5550477619569971,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.001, 'e': 0.8009153643346592}",35,0,-89.56717120340832,"{0: 23, 1: 4, 2: 6, 3: 2, 4: 0}",0
224,False,"{'a': 0.001, 'e': 0.8001148492945541}",30,0,-173.76717343023165,"{0: 20, 1: 2, 2: 3, 3: 2, 4: 3}",0
225,False,"{'a': 0.001, 'e': 0.7993151343693651}",30,0,-91.61795268278617,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 2}",0
226,False,"{'a': 0.001, 'e': 0.7985162187593771}",25,3,-108.07018108768834,"{0: 12, 1: 4, 2: 4, 3: 1, 4: 1}",1
227,False,"{'a': 0.001, 'e': 0.7977181016656743}",20,3,-78.64740784861235,"{0: 8, 1: 2, 2: 6, 3: 1, 4: 0}",1
228,False,"{'a': 0.001, 'e': 0.7969207822901396}",20,0,-3.2408263420380456,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.001, 'e': 0.7961242598354538}",20,0,-76.18245062115311,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
230,False,"{'a': 0.001, 'e': 0.7953285335050939}",20,0,-108.50087363782933,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
231,False,"{'a': 0.001, 'e': 0.794533602503334}",25,0,-260.8536490344326,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 5}",0
232,False,"{'a': 0.001, 'e': 0.7937394660352427}",25,0,-186.16142024537987,"{0: 14, 1: 5, 2: 2, 3: 0, 4: 4}",0
233,False,"{'a': 0.001, 'e': 0.7929461233066837}",25,6,-57.33498567179771,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 0}",1
234,False,"{'a': 0.001, 'e': 0.792153573524314}",25,3,-126.24777662951352,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 2}",1
235,False,"{'a': 0.001, 'e': 0.7913618158955839}",25,0,-182.41243969805427,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
236,False,"{'a': 0.001, 'e': 0.7905708496287356}",35,0,-203.46389229567922,"{0: 22, 1: 2, 2: 6, 3: 2, 4: 3}",0
237,False,"{'a': 0.001, 'e': 0.7897806739328027}",20,0,-104.63730329785028,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
238,False,"{'a': 0.001, 'e': 0.7889912880176096}",30,16,-91.30673716319674,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
239,False,"{'a': 0.001, 'e': 0.7882026910937704}",20,13,-1.4250068411993047,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.001, 'e': 0.7874148823726879}",25,0,-145.54327059398756,"{0: 13, 1: 4, 2: 4, 3: 3, 4: 1}",0
241,False,"{'a': 0.001, 'e': 0.7866278610665535}",20,0,2.149363789942286,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
242,False,"{'a': 0.001, 'e': 0.7858416263883455}",20,0,-118.2226060193898,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
243,False,"{'a': 0.001, 'e': 0.7850561775518295}",35,0,-91.84799386440864,"{0: 22, 1: 5, 2: 7, 3: 1, 4: 0}",0
244,False,"{'a': 0.001, 'e': 0.7842715137715565}",20,13,-9.254857018560706,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
245,False,"{'a': 0.001, 'e': 0.7834876342628625}",25,0,-166.54700693958318,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
246,False,"{'a': 0.001, 'e': 0.7827045382418681}",25,0,-75.19591865595767,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
247,False,"{'a': 0.001, 'e': 0.7819222249254772}",25,0,-52.5911105973792,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
248,False,"{'a': 0.001, 'e': 0.7811406935313765}",25,7,3.108084515037674,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.001, 'e': 0.7803599432780343}",20,3,-56.21168021810586,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
250,False,"{'a': 0.001, 'e': 0.7795799733847004}",25,0,-58.99109646567141,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
251,False,"{'a': 0.001, 'e': 0.7788007830714049}",35,0,-196.24631860404935,"{0: 24, 1: 1, 2: 4, 3: 3, 4: 3}",0
252,False,"{'a': 0.001, 'e': 0.7780223715589573}",25,7,-30.32748935362163,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 0}",1
253,False,"{'a': 0.001, 'e': 0.7772447380689461}",20,0,-38.84103016661976,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
254,False,"{'a': 0.001, 'e': 0.7764678818237378}",20,0,-130.00764908199918,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
255,False,"{'a': 0.001, 'e': 0.775691802046476}",20,0,-68.15899642657202,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
256,False,"{'a': 0.001, 'e': 0.774916497961081}",20,0,-9.780632078749504,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
257,False,"{'a': 0.001, 'e': 0.7741419687922484}",30,0,-74.82509865600952,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",1
258,False,"{'a': 0.001, 'e': 0.7733682137654491}",20,0,-64.89914269579698,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
259,False,"{'a': 0.001, 'e': 0.772595232106928}",20,0,-140.41792255112847,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
260,False,"{'a': 0.001, 'e': 0.7718230230437034}",25,0,-18.763898368393374,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",1
261,False,"{'a': 0.001, 'e': 0.7710515858035663}",20,0,-50.33759225526117,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
262,False,"{'a': 0.001, 'e': 0.7702809196150792}",25,0,-185.1145241396952,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
263,False,"{'a': 0.001, 'e': 0.7695110237075758}",20,0,-50.72196072497403,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
264,False,"{'a': 0.001, 'e': 0.7687418973111603}",25,6,6.337479009088551,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
265,False,"{'a': 0.001, 'e': 0.7679735396567061}",25,0,-62.74136002954945,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
266,False,"{'a': 0.001, 'e': 0.7672059499758557}",20,0,-34.993181206258875,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
267,False,"{'a': 0.001, 'e': 0.7664391275010192}",30,0,-67.54267629083607,"{0: 21, 1: 4, 2: 3, 3: 2, 4: 0}",0
268,False,"{'a': 0.001, 'e': 0.7656730714653739}",30,0,-53.21077872285442,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
269,False,"{'a': 0.001, 'e': 0.764907781102864}",30,13,-103.28707793843427,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 2}",1
270,False,"{'a': 0.001, 'e': 0.764143255648199}",25,8,-70.82908419890646,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
271,False,"{'a': 0.001, 'e': 0.7633794943368531}",25,0,-108.53228692518984,"{0: 17, 1: 1, 2: 3, 3: 3, 4: 1}",0
272,False,"{'a': 0.001, 'e': 0.7626164964050653}",20,0,-148.47506951362655,"{0: 9, 1: 1, 2: 8, 3: 0, 4: 2}",0
273,False,"{'a': 0.001, 'e': 0.7618542610898376}",25,0,-95.96650702652079,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
274,False,"{'a': 0.001, 'e': 0.7610927876289343}",20,0,-11.780564392279397,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
275,False,"{'a': 0.001, 'e': 0.7603320752608821}",35,18,-53.11858528560586,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
276,False,"{'a': 0.001, 'e': 0.7595721232249685}",20,0,-41.63200800148887,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
277,False,"{'a': 0.001, 'e': 0.7588129307612413}",20,15,0.4665757706431042,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.001, 'e': 0.7580544971105083}",20,3,-16.32692079324748,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
279,False,"{'a': 0.001, 'e': 0.7572968215143355}",30,0,-104.2067864190673,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
280,False,"{'a': 0.001, 'e': 0.7565399032150474}",20,0,-83.38127620142726,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
281,False,"{'a': 0.001, 'e': 0.7557837414557255}",20,12,-72.00255272100348,"{0: 4, 1: 0, 2: 2, 3: 1, 4: 1}",1
282,False,"{'a': 0.001, 'e': 0.755028335480208}",20,10,-12.132060053570363,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.001, 'e': 0.754273684533089}",25,0,-75.86829620251595,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
284,False,"{'a': 0.001, 'e': 0.7535197878597172}",25,0,-53.58490550847288,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
285,False,"{'a': 0.001, 'e': 0.7527666447061963}",25,12,-27.990304773452245,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 0}",1
286,False,"{'a': 0.001, 'e': 0.7520142543193826}",25,0,-181.45478976981875,"{0: 9, 1: 4, 2: 9, 3: 2, 4: 1}",0
287,False,"{'a': 0.001, 'e': 0.751262615946886}",20,0,9.204900415336649,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
288,False,"{'a': 0.001, 'e': 0.750511728837068}",25,0,-199.95927447355913,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 4}",0
289,False,"{'a': 0.001, 'e': 0.7497615922390413}",20,0,-108.78468163722573,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
290,False,"{'a': 0.001, 'e': 0.7490122054026693}",25,0,-143.01305416131277,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
291,False,"{'a': 0.001, 'e': 0.7482635675785653}",20,0,-66.99570888344465,"{0: 12, 1: 6, 2: 1, 3: 0, 4: 1}",0
292,False,"{'a': 0.001, 'e': 0.747515678018091}",35,4,-150.76353922449388,"{0: 19, 1: 1, 2: 9, 3: 0, 4: 2}",1
293,False,"{'a': 0.001, 'e': 0.7467685359733571}",20,0,-46.71133446047338,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
294,False,"{'a': 0.001, 'e': 0.7460221406972215}",20,7,-45.26387802924171,"{0: 7, 1: 3, 2: 2, 3: 1, 4: 0}",1
295,False,"{'a': 0.001, 'e': 0.7452764914432887}",25,11,-86.97295412222671,"{0: 8, 1: 1, 2: 2, 3: 2, 4: 1}",1
296,False,"{'a': 0.001, 'e': 0.7445315874659094}",20,0,-115.58134536947252,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
297,False,"{'a': 0.001, 'e': 0.7437874280201796}",25,0,-155.41451171586715,"{0: 17, 1: 2, 2: 1, 3: 2, 4: 3}",0
298,False,"{'a': 0.001, 'e': 0.7430440123619398}",25,0,-70.91075850053565,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
299,False,"{'a': 0.001, 'e': 0.7423013397477743}",30,12,-2.4054774655522584,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
300,False,"{'a': 0.001, 'e': 0.7415594094350105}",30,0,-111.99177910338277,"{0: 21, 1: 4, 2: 2, 3: 1, 4: 2}",0
301,False,"{'a': 0.001, 'e': 0.7408182206817179}",20,14,-39.69448029673613,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
302,False,"{'a': 0.001, 'e': 0.7400777727467076}",30,4,-92.52962060190455,"{0: 15, 1: 3, 2: 6, 3: 2, 4: 0}",1
303,False,"{'a': 0.001, 'e': 0.7393380648895319}",20,11,-20.312180273370124,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
304,False,"{'a': 0.001, 'e': 0.7385990963704826}",20,9,5.8025510119614285,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.001, 'e': 0.7378608664505911}",20,0,-190.12073496530408,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
306,False,"{'a': 0.001, 'e': 0.7371233743916278}",20,0,-263.66693056184334,"{0: 8, 1: 1, 2: 5, 3: 1, 4: 5}",0
307,False,"{'a': 0.001, 'e': 0.7363866194561001}",20,7,-38.8844668576237,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 0}",1
308,False,"{'a': 0.001, 'e': 0.7356506009072533}",25,8,-75.11056757642427,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 1}",1
309,False,"{'a': 0.001, 'e': 0.7349153180090687}",20,0,-109.68352964674283,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
310,False,"{'a': 0.001, 'e': 0.7341807700262634}",20,8,-68.10717886415686,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 1}",1
311,False,"{'a': 0.001, 'e': 0.7334469562242892}",20,0,-78.79203078678132,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 1}",0
312,False,"{'a': 0.001, 'e': 0.7327138758693325}",25,0,-88.29796357048596,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
313,False,"{'a': 0.001, 'e': 0.7319815282283126}",25,0,-137.1384437566567,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
314,False,"{'a': 0.001, 'e': 0.731249912568882}",25,3,-62.94004441927319,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 0}",1
315,False,"{'a': 0.001, 'e': 0.7305190281594249}",20,6,-27.158143569628784,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
316,False,"{'a': 0.001, 'e': 0.7297888742690568}",30,18,-12.384765895407451,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
317,False,"{'a': 0.001, 'e': 0.7290594501676237}",25,18,-2.882832906104012,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.001, 'e': 0.7283307551257017}",20,0,-71.7386333685367,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
319,False,"{'a': 0.001, 'e': 0.7276027884145955}",30,0,-63.58811269180415,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
320,False,"{'a': 0.001, 'e': 0.7268755493063382}",20,0,-76.05453426923783,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
321,False,"{'a': 0.001, 'e': 0.7261490370736909}",20,0,-151.14377883656402,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 4}",0
322,False,"{'a': 0.001, 'e': 0.7254232509901412}",30,7,-94.77602385653651,"{0: 13, 1: 5, 2: 3, 3: 1, 4: 1}",1
323,False,"{'a': 0.001, 'e': 0.7246981903299029}",25,0,-100.24297856476991,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
324,False,"{'a': 0.001, 'e': 0.7239738543679153}",20,10,-16.29866880463823,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
325,False,"{'a': 0.001, 'e': 0.7232502423798424}",25,9,-114.76527416047996,"{0: 6, 1: 3, 2: 5, 3: 1, 4: 1}",1
326,False,"{'a': 0.001, 'e': 0.7225273536420722}",30,2,-46.30732824219658,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 0}",1
327,False,"{'a': 0.001, 'e': 0.7218051874317158}",20,0,-64.45757583849542,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
328,False,"{'a': 0.001, 'e': 0.721083743026607}",20,5,-28.580637403732013,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
329,False,"{'a': 0.001, 'e': 0.7203630197053014}",30,0,-123.16204298005185,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
330,False,"{'a': 0.001, 'e': 0.7196430167470754}",25,0,-43.52750930686346,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
331,False,"{'a': 0.001, 'e': 0.7189237334319262}",35,2,-148.33761094354745,"{0: 19, 1: 3, 2: 8, 3: 2, 4: 1}",1
332,False,"{'a': 0.001, 'e': 0.7182051690405703}",30,0,-75.61613538621107,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 0}",0
333,False,"{'a': 0.001, 'e': 0.7174873228544433}",20,3,0.43148982537458225,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
334,False,"{'a': 0.001, 'e': 0.716770194155699}",25,12,-44.9048740605886,"{0: 7, 1: 0, 2: 6, 3: 0, 4: 0}",1
335,False,"{'a': 0.001, 'e': 0.7160537822272085}",35,19,-26.790788888947226,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
336,False,"{'a': 0.001, 'e': 0.7153380863525599}",25,6,-66.08051276760793,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 0}",1
337,False,"{'a': 0.001, 'e': 0.7146231058160573}",20,0,-30.04618329469045,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
338,False,"{'a': 0.001, 'e': 0.71390883990272}",25,0,-47.26232388787717,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
339,False,"{'a': 0.001, 'e': 0.7131952878982822}",25,0,-122.61176849622683,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
340,False,"{'a': 0.001, 'e': 0.7124824490891918}",20,0,-29.756251691988776,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
341,False,"{'a': 0.001, 'e': 0.7117703227626097}",25,12,-25.203721056131347,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 0}",1
342,False,"{'a': 0.001, 'e': 0.7110589082064097}",20,0,-64.90345138159579,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
343,False,"{'a': 0.001, 'e': 0.7103482047091773}",35,10,-107.41960505939014,"{0: 12, 1: 9, 2: 2, 3: 1, 4: 1}",1
344,False,"{'a': 0.001, 'e': 0.7096382115602087}",35,0,-85.92500955285016,"{0: 27, 1: 0, 2: 6, 3: 1, 4: 1}",0
345,False,"{'a': 0.001, 'e': 0.7089289280495107}",30,0,-102.67592620293293,"{0: 18, 1: 6, 2: 4, 3: 1, 4: 1}",0
346,False,"{'a': 0.001, 'e': 0.7082203534678}",30,0,-129.95670767251482,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
347,False,"{'a': 0.001, 'e': 0.7075124871065017}",20,8,-50.16505737076689,"{0: 7, 1: 0, 2: 4, 3: 1, 4: 0}",1
348,False,"{'a': 0.001, 'e': 0.7068053282577494}",25,0,-113.94142914648778,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
349,False,"{'a': 0.001, 'e': 0.7060988762143844}",20,2,-42.459119223433234,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
350,False,"{'a': 0.001, 'e': 0.7053931302699543}",25,15,-19.637950659319188,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
351,False,"{'a': 0.001, 'e': 0.7046880897187134}",20,0,-123.01628508178734,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
352,False,"{'a': 0.001, 'e': 0.7039837538556208}",25,0,-22.554628794331627,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
353,False,"{'a': 0.001, 'e': 0.7032801219763409}",25,0,-92.87594376729922,"{0: 12, 1: 8, 2: 3, 3: 2, 4: 0}",0
354,False,"{'a': 0.001, 'e': 0.7025771933772416}",30,0,-154.09292313909592,"{0: 21, 1: 3, 2: 1, 3: 2, 4: 3}",0
355,False,"{'a': 0.001, 'e': 0.701874967355394}",25,0,-109.41655922236177,"{0: 16, 1: 3, 2: 2, 3: 3, 4: 1}",0
356,False,"{'a': 0.001, 'e': 0.7011734432085724}",20,8,-7.8713366894374195,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.001, 'e': 0.7004726202352524}",25,8,-22.983966899082272,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 0}",1
358,False,"{'a': 0.001, 'e': 0.699772497734611}",20,0,-78.6456498357549,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
359,False,"{'a': 0.001, 'e': 0.6990730750065257}",20,0,-110.74675585518334,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
360,False,"{'a': 0.001, 'e': 0.6983743513515736}",20,0,-168.94103510187017,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
